"Region";"Species";"speciesKey";"Realm";"Source";"FirstRecord"
"Australia";"Ammannia multiflora";7286192;"terrestrial";"Australia Virtual Herbarium";2004
"Australia";"Grevillea brevifolia";7286941;"terrestrial";"Australia Virtual Herbarium";2002
"Australia";"Hakea sericea";7287606;"terrestrial";"Australia Virtual Herbarium";1989
"Australia";"Grevillea rosmarinifolia";7287628;"terrestrial";"Australia Virtual Herbarium";1973
"Australia";"Amyema miraculosa";7287909;"terrestrial";"Australia Virtual Herbarium";2002
"Australia";"Lissanthe strigosa";7288557;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Leucopogon parviflorus";7288565;"terrestrial";"Australia Virtual Herbarium";1992
"Australia";"Cynoglossum australe";7295198;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Viola riviniana";7296321;"terrestrial";"Australia Virtual Herbarium";1959
"Australia";"Viola hederacea";7296375;"terrestrial";"Australia Virtual Herbarium";1898
"Australia";"Centranthus macrosiphon";7298966;"terrestrial";"Australia Virtual Herbarium";1986
"Australia";"Nicotiana megalosiphon";7299624;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Scabiosa atropurpurea";7301010;"terrestrial";"Australia Virtual Herbarium";1890
"Australia";"Sixalix atropurpurea";7301010;"terrestrial";"Australia Virtual Herbarium";1890
"Australia";"Plantago myosuros";7303024;"terrestrial";"Australia Virtual Herbarium";1884
"Australia";"Trema tomentosa";7303576;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Leucas lavandulifolia";7307152;"terrestrial";"Australia Virtual Herbarium";1912
"Australia";"Phytolacca dioica";7309625;"terrestrial";"Australia Virtual Herbarium";1935
"Australia";"Aristolochia indica";7313567;"terrestrial";"Australia Virtual Herbarium";1987
"Australia";"Paronychia brasiliana";7314281;"terrestrial";"Australia Virtual Herbarium";1904
"Australia";"Argemone subfusiformis";7315184;"terrestrial";"Australia Virtual Herbarium";1842
"Australia";"Fumaria muralis";7315286;"terrestrial";"Australia Virtual Herbarium";1877
"Australia";"Oenothera indecora";7322393;"terrestrial";"Australia Virtual Herbarium";1952
"Australia";"Amaranthus mitchellii";7323810;"terrestrial";"Australia Virtual Herbarium";1969
"Australia";"Amaranthus macrocarpus";7323833;"terrestrial";"Australia Virtual Herbarium";1898
"Australia";"Jasminum didymum";7326197;"terrestrial";"Australia Virtual Herbarium";2011
"Australia";"Nymphaea capensis";7326947;"terrestrial";"Australia Virtual Herbarium";1954
"Australia";"Nymphaea nouchali";7326947;"terrestrial";"Australia Virtual Herbarium";1954
"Australia";"Terminalia porphyrocarpa";7327045;"terrestrial";"Australia Virtual Herbarium";1990
"Australia";"Zaleya galericulata";7329159;"terrestrial";"Australia Virtual Herbarium";1967
"Australia";"Cleretum papulosum";7329479;"terrestrial";"Australia Virtual Herbarium";1968
"Australia";"Haloragis heterophylla";7329701;"terrestrial";"Australia Virtual Herbarium";1993
"Australia";"Bacopa lanigera";7332783;"terrestrial";"Australia Virtual Herbarium";1999
"Australia";"Euphrasia collina";7333086;"terrestrial";"Australia Virtual Herbarium";1842
"Australia";"Crassula natans";7333952;"terrestrial";"Australia Virtual Herbarium";1961
"Australia";"Crassula ericoides";7334227;"terrestrial";"Australia Virtual Herbarium";2001
"Australia";"Crassula sarmentosa";7334661;"terrestrial";"Australia Virtual Herbarium";1969
"Australia";"Cheilanthes sieberi";7335496;"terrestrial";"Australia Virtual Herbarium";1976
"Australia";"Erythranthe moschata";7346090;"terrestrial";"Australia Virtual Herbarium";1913
"Australia";"Mimulus moschatus";7346090;"terrestrial";"Australia Virtual Herbarium";1913
"Australia";"Emilia sonchifolia";7376217;"terrestrial";"Australia Virtual Herbarium";1899
"Australia";"Crassula muscosa";7396425;"terrestrial";"Australia Virtual Herbarium";1990
"Australia";"Gomphocarpus cancellatus";7401024;"terrestrial";"Australia Virtual Herbarium";1925
"Australia";"Lactuca sativa";7403263;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Bifora testiculata";7412216;"terrestrial";"Australia Virtual Herbarium";2010
"Australia";"Linum strictum";7426242;"terrestrial";"Australia Virtual Herbarium";1974
"Australia";"Oxalis brasiliensis";7435932;"terrestrial";"Australia Virtual Herbarium";1975
"Australia";"Centaurium pulchellum";7439391;"terrestrial";"Australia Virtual Herbarium";1874
"Australia";"Oxalis bowiei";7461212;"terrestrial";"Australia Virtual Herbarium";1913
"Australia";"Erophila verna";7473187;"terrestrial";"Australia Virtual Herbarium";1871
"Australia";"Soliva anthemifolia";7505045;"terrestrial";"Australia Virtual Herbarium";1802
"Australia";"Trianthema triquetra";7512002;"terrestrial";"Australia Virtual Herbarium";1969
"Australia";"Pseudelephantopus spicatus";7521283;"terrestrial";"Australia Virtual Herbarium";1925
"Australia";"Parmentiera aculeata";7533857;"terrestrial";"Australia Virtual Herbarium";1907
"Australia";"Solanum marginatum";7538163;"terrestrial";"Australia Virtual Herbarium";1883
"Australia";"Spergula levis";7540729;"terrestrial";"Australia Virtual Herbarium";1964
"Australia";"Synedrellopsis grisebachii";7541822;"terrestrial";"Australia Virtual Herbarium";1989
"Australia";"Juncus microcephalus";7548011;"terrestrial";"Australia Virtual Herbarium";1940
"Australia";"Symphytum officinale";7558421;"terrestrial";"Australia Virtual Herbarium";1992
"Australia";"Spergularia media";7570897;"terrestrial";"Australia Virtual Herbarium";1937
"Australia";"Euchiton sphaericus";7587923;"terrestrial";"Australia Virtual Herbarium";2000
"Australia";"Polygala monspeliaca";7602100;"terrestrial";"Australia Virtual Herbarium";1971
"Australia";"Urtica incisa";7602322;"terrestrial";"Australia Virtual Herbarium";1984
"Australia";"Leucas zeylanica";7621903;"terrestrial";"Australia Virtual Herbarium";1913
"Australia";"Rulingia hermaniifolia";7662573;"terrestrial";"Australia Virtual Herbarium";1946
"Australia";"Hyptis spicigera";7664995;"terrestrial";"Australia Virtual Herbarium";1994
"Australia";"Sparganium erectum";7679536;"freshwater";"Australia Virtual Herbarium";1964
"Australia";"Lepidium campestre";7703116;"terrestrial";"Australia Virtual Herbarium";1895
"Australia";"Glinus oppositifolius";7715379;"terrestrial";"Australia Virtual Herbarium";1874
"Australia";"Bellardia viscosa";7733140;"terrestrial";"Australia Virtual Herbarium";1901
"Australia";"Parentucellia viscosa";7733140;"terrestrial";"Australia Virtual Herbarium";1901
"Australia";"Claytonia perfoliata";7736011;"terrestrial";"Australia Virtual Herbarium";1915
"Australia";"Spergularia marina";7736551;"terrestrial";"Australia Virtual Herbarium";1890
"Australia";"Billardiera cymosa";7745334;"terrestrial";"Australia Virtual Herbarium";2006
"Australia";"Aira caryophyllea";7747216;"terrestrial";"Australia Virtual Herbarium";1871
"Australia";"Bryophyllum proliferum";7750564;"terrestrial";"Australia Virtual Herbarium";1963
"Australia";"Maytenus disperma";7756144;"terrestrial";"Australia Virtual Herbarium";1990
"Australia";"Leucas martinicensis";7775217;"terrestrial";"Australia Virtual Herbarium";1947
"Australia";"Triumfetta pilosa";7791388;"terrestrial";"Australia Virtual Herbarium";1899
"Australia";"Allium vineale";7792960;"terrestrial";"Australia Virtual Herbarium";1956
"Australia";"Triticum aestivum";7795888;"terrestrial";"Australia Virtual Herbarium";1890
"Australia";"Triticum spelta";7795888;"terrestrial";"Australia Virtual Herbarium";1890
"Australia";"Androcalva rossii";7802636;"terrestrial";"Australia Virtual Herbarium";1998
"Australia";"Eragrostis interrupta";7810965;"terrestrial";"Australia Virtual Herbarium";2003
"Australia";"Morinda jasminoides";7815176;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Euchiton japonicus";7815591;"terrestrial";"Australia Virtual Herbarium";1911
"Australia";"Senecio elegans";7819589;"terrestrial";"Australia Virtual Herbarium";1893
"Australia";"Polygonum aviculare";7821030;"terrestrial";"Australia Virtual Herbarium";1850
"Australia";"Polygonum rurivagum";7821030;"terrestrial";"Australia Virtual Herbarium";1850
"Australia";"Polygonum sabulosum";7821030;"terrestrial";"Australia Virtual Herbarium";1850
"Australia";"Petroselinum crispum";7828157;"terrestrial";"Australia Virtual Herbarium";1973
"Australia";"Moenchia erecta";7841283;"terrestrial";"Australia Virtual Herbarium";1887
"Australia";"Centaurium maritimum";7853619;"terrestrial";"Australia Virtual Herbarium";1941
"Australia";"Cucumis myriocarpus";7885624;"terrestrial";"Australia Virtual Herbarium";1874
"Australia";"Linaria pelisseriana";7886077;"terrestrial";"Australia Virtual Herbarium";1892
"Australia";"Hordeum murinum";7886346;"terrestrial";"Australia Virtual Herbarium";1850
"Australia";"Datura leichhardtii";7893055;"terrestrial";"Australia Virtual Herbarium";1916
"Australia";"Datura ferox";7894250;"terrestrial";"Australia Virtual Herbarium";1916
"Australia";"Juncus fontanesii";7898099;"terrestrial";"Australia Virtual Herbarium";1979
"Australia";"Centaurea x moncktonii";7899998;"terrestrial";"Australia Virtual Herbarium";1903
"Australia";"Brassica rapa";7903057;"terrestrial";"Australia Virtual Herbarium";1893
"Australia";"Amaranthus albus";7905507;"terrestrial";"Australia Virtual Herbarium";1893
"Australia";"Carthamus leucocaulos";7910308;"terrestrial";"Australia Virtual Herbarium";1918
"Australia";"Triumfetta pentandra";7917001;"terrestrial";"Australia Virtual Herbarium";1922
"Australia";"Aerva javanica";7925519;"terrestrial";"Australia Virtual Herbarium";1940
"Australia";"Gladiolus carneus";7927009;"terrestrial";"Australia Virtual Herbarium";1975
"Australia";"Anagallis pumila";7932640;"terrestrial";"Australia Virtual Herbarium";1977
"Australia";"Lysimachia ovalis";7932640;"terrestrial";"Australia Virtual Herbarium";1977
"Australia";"Anagallis minima";7939955;"terrestrial";"Australia Virtual Herbarium";1883
"Australia";"Lysimachia minima";7939955;"terrestrial";"Australia Virtual Herbarium";1883
"Australia";"Melichrus urceolatus";7948093;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Aira elegantissima";7948459;"terrestrial";"Australia Virtual Herbarium";1895
"Australia";"Euchiton involucratus";7951429;"terrestrial";"Australia Virtual Herbarium";1967
"Australia";"Soliva stolonifera";7954775;"terrestrial";"Australia Virtual Herbarium";1945
"Australia";"Urtica dioica";7960979;"terrestrial";"Australia Virtual Herbarium";1912
"Australia";"Scorzonera laciniata";7993840;"terrestrial";"Australia Virtual Herbarium";1945
"Australia";"Ambrosia artemisiifolia";8002952;"terrestrial";"Australia Virtual Herbarium";1897
"Australia";"Callitriche muelleri";8008334;"terrestrial";"Australia Virtual Herbarium";2009
"Australia";"Triglochin scilloides";8010297;"terrestrial";"Australia Virtual Herbarium";1961
"Australia";"Opuntia engelmannii";8014872;"terrestrial";"Australia Virtual Herbarium";1978
"Australia";"Canna indica";8034409;"terrestrial";"Australia Virtual Herbarium";1867
"Australia";"Anthemis cotula";8035698;"terrestrial";"Australia Virtual Herbarium";1872
"Australia";"Parentucellia latifolia";8049400;"terrestrial";"Australia Virtual Herbarium";1878
"Australia";"Poa bulbosa";8086756;"terrestrial";"Australia Virtual Herbarium";1893
"Australia";"Arenaria serpyllifolia";8089871;"terrestrial";"Australia Virtual Herbarium";1913
"Australia";"Spergularia bocconei";8096233;"terrestrial";"Australia Virtual Herbarium";1873
"Australia";"Paspalum vaginatum";8100050;"terrestrial";"Australia Virtual Herbarium";1930
"Australia";"Kickxia commutata";8111514;"terrestrial";"Australia Virtual Herbarium";1941
"Australia";"Muscari armeniacum";8152187;"terrestrial";"Australia Virtual Herbarium";1916
"Australia";"Monoculus monstrosus";8154248;"terrestrial";"Australia Virtual Herbarium";1906
"Australia";"Alternanthera bettzickiana";8160803;"terrestrial";"Australia Virtual Herbarium";1907
"Australia";"Alternanthera ficoidea";8160803;"terrestrial";"Australia Virtual Herbarium";1907
"Australia";"Buddleja dysophylla";8165237;"terrestrial";"Australia Virtual Herbarium";1953
"Australia";"Lippia alba";8169446;"terrestrial";"Australia Virtual Herbarium";1953
"Australia";"Rosa rubiginosa";8174785;"terrestrial";"Australia Virtual Herbarium";1883
"Australia";"Diodella teres";8183608;"terrestrial";"Australia Virtual Herbarium";1945
"Australia";"Anagallis arvensis";8184903;"terrestrial";"Australia Virtual Herbarium";1865
"Australia";"Anagallis monelli";8184903;"terrestrial";"Australia Virtual Herbarium";1865
"Australia";"Lysimachia arvensis";8184903;"terrestrial";"Australia Virtual Herbarium";1865
"Australia";"Mesembryanthemum cordifolium";8185812;"terrestrial";"Australia Virtual Herbarium";1885
"Australia";"Carduus nutans";8185959;"terrestrial";"Australia Virtual Herbarium";1919
"Australia";"Anigozanthos flavidus";8193234;"terrestrial";"Australia Virtual Herbarium";2003
"Australia";"Rumex crispus";8195144;"terrestrial";"Australia Virtual Herbarium";1852
"Australia";"Erechtites valerianifolia";8199967;"terrestrial";"Australia Virtual Herbarium";1903
"Australia";"Erechtites valerianifolius";8199967;"terrestrial";"Australia Virtual Herbarium";1903
"Australia";"Cymbalaria muralis";8200663;"terrestrial";"Australia Virtual Herbarium";1906
"Australia";"Volkameria heterophylla";8202368;"terrestrial";"Australia Virtual Herbarium";1977
"Australia";"Plantago lanceolata";8208358;"terrestrial";"Australia Virtual Herbarium";1801
"Australia";"Dimorphotheca fruticosa";8217929;"terrestrial";"Australia Virtual Herbarium";1996
"Australia";"Sonchus oleraceus";8228544;"terrestrial";"Australia Virtual Herbarium";1891
"Australia";"Alysicarpus ovalifolius";8230720;"terrestrial";"Australia Virtual Herbarium";1918
"Australia";"Cryptostegia madagascariensis";8230770;"terrestrial";"Australia Virtual Herbarium";1987
"Australia";"Rubus rosifolius";8234521;"terrestrial";"Australia Virtual Herbarium";1944
"Australia";"Ornithogalum arabicum";8243662;"terrestrial";"Australia Virtual Herbarium";1894
"Australia";"Gmelina arborea";8247889;"terrestrial";"Australia Virtual Herbarium";2001
"Australia";"Malva weinmanniana";8248445;"terrestrial";"Australia Virtual Herbarium";1968
"Australia";"Crotalaria pallida";8260433;"terrestrial";"Australia Virtual Herbarium";1888
"Australia";"Callitriche umbonata";8272125;"terrestrial";"Australia Virtual Herbarium";1898
"Australia";"Solanum viride";8276429;"terrestrial";"Australia Virtual Herbarium";1911
"Australia";"Solanum viridifolium";8276429;"terrestrial";"Australia Virtual Herbarium";1911
"Australia";"Amaranthus dubius";8279930;"terrestrial";"Australia Virtual Herbarium";2000
"Australia";"Carex leporina";8285827;"terrestrial";"Australia Virtual Herbarium";1945
"Australia";"Hemigraphis alternata";8297383;"terrestrial";"Australia Virtual Herbarium";1999
"Australia";"Poa trivialis";8300875;"terrestrial";"Australia Virtual Herbarium";1955
"Australia";"Abelmoschus moschatus";8312665;"terrestrial";"Australia Virtual Herbarium";1891
"Australia";"Trifolium pratense";8324121;"terrestrial";"Australia Virtual Herbarium";1855
"Australia";"Hordeum distichon";8332019;"terrestrial";"Australia Virtual Herbarium";1912
"Australia";"Berkheya rigida";8337462;"terrestrial";"Australia Virtual Herbarium";1905
"Australia";"Modiola caroliniana";8338793;"terrestrial";"Australia Virtual Herbarium";1890
"Australia";"Oenothera longiflora";8340805;"terrestrial";"Australia Virtual Herbarium";1893
"Australia";"Tylophora biglandulosa";8342685;"terrestrial";"Australia Virtual Herbarium";1898
"Australia";"Schkuhria pinnata";8346536;"terrestrial";"Australia Virtual Herbarium";1908
"Australia";"Ciclospermum leptophyllum";8350395;"terrestrial";"Australia Virtual Herbarium";1883
"Australia";"Cyclospermum leptophyllum";8350395;"terrestrial";"Australia Virtual Herbarium";1883
"Australia";"Cucumis metuliferus";8350997;"terrestrial";"Australia Virtual Herbarium";1937
"Australia";"Pteridium esculentum";8360412;"terrestrial";"Australia Virtual Herbarium";1987
"Australia";"Thomasia foliosa";8366294;"terrestrial";"Australia Virtual Herbarium";1996
"Australia";"Epacris impressa";8377116;"terrestrial";"Australia Virtual Herbarium";1967
"Australia";"Elymus farctus";8395719;"terrestrial";"Australia Virtual Herbarium";1933
"Australia";"Callitriche brutia";8402883;"terrestrial";"Australia Virtual Herbarium";1912
"Australia";"Callitriche hamulata";8402883;"terrestrial";"Australia Virtual Herbarium";1912
"Australia";"Senecio glastifolius";8419686;"terrestrial";"Australia Virtual Herbarium";1991
