"Region";"Species";"speciesKey";"Realm";"Source";"FirstRecord"
"United States";"Hoplocampa testudinea";1249700;"terrestrial";"Simpson et al. (2018)";1939
"Hawaiian Islands";"Vespula pensylvanica";1311698;"terrestrial";"Simpson et al. (2018)";1919
"Hawaiian Islands";"Plagiolepis alluaudi";1320787;"terrestrial";"Simpson et al. (2018)";1913
"Hawaiian Islands";"Ochetellus glaber";1321647;"terrestrial";"Simpson et al. (2018)";1977
"Hawaiian Islands";"Pheidole megacephala";1322635;"terrestrial";"Simpson et al. (2018)";1879
"United States";"Paratrechina flavipes";1325459;"terrestrial";"Simpson et al. (2018)";1939
"United States";"Chelostoma rapunculi";1334493;"terrestrial";"Simpson et al. (2018)";1960
"United States";"Chelostoma campanularum";1334499;"terrestrial";"Simpson et al. (2018)";1968
"United States";"Anthidium manicatum";1334821;"terrestrial";"Simpson et al. (2018)";1963
"United States";"Anthidium oblongatum";1334902;"terrestrial";"Simpson et al. (2018)";1995
"United States";"Megachile sculpturalis";1335213;"terrestrial";"Simpson et al. (2018)";1990
"United States";"Megachile concinna";1335225;"terrestrial";"Simpson et al. (2018)";1940
"United States";"Megachile rotundata";1335648;"terrestrial";"Simpson et al. (2018)";1933
"United States";"Megachile apicalis";1335657;"terrestrial";"Simpson et al. (2018)";1931
"United States";"Lithurgus chrysurus";1336601;"terrestrial";"Simpson et al. (2018)";1977
"United States";"Hoplitis anthocopoides";1337324;"terrestrial";"Simpson et al. (2018)";1965
"United States";"Coelioxys coturnix";1338722;"terrestrial";"Simpson et al. (2018)";2000
"United States";"Apis mellifera";1341976;"terrestrial";"Simpson et al. (2018)";1620
"United States";"Xylocopa tabaniformis";1342335;"terrestrial";"Simpson et al. (2018)";1990
"United States";"Hylaeus leptocephalus";1349573;"terrestrial";"Simpson et al. (2018)";1908
"United States";"Hylaeus hyalinatus";1349638;"terrestrial";"Simpson et al. (2018)";1996
"United States";"Hylaeus punctatus";1350002;"terrestrial";"Simpson et al. (2018)";1986
"United States";"Halictus tectus";1353428;"terrestrial";"Simpson et al. (2018)";2000
"United States";"Lasioglossum leucozonium";1353805;"terrestrial";"Simpson et al. (2018)";1909
"Hawaiian Islands";"Lasioglossum microlepoides";1354482;"terrestrial";"Simpson et al. (2018)";2010
"Hawaiian Islands";"Lasioglossum impavidum";1355044;"terrestrial";"Simpson et al. (2018)";1999
"United States";"Andrena wilkella";1358128;"terrestrial";"Simpson et al. (2018)";1907
"United States";"Ophelimus maskelli";1385478;"terrestrial";"Simpson et al. (2018)";2014
"United States";"Forficula auricularia";1419845;"terrestrial";"Simpson et al. (2018)";1907
"Hawaiian Islands";"Ischnura posita";1423333;"terrestrial";"Simpson et al. (2018)";1936
"Hawaiian Islands";"Orthemis ferruginea";1427825;"terrestrial";"Simpson et al. (2018)";1977
"Hawaiian Islands";"Cricotopus bicinctus";1454181;"terrestrial";"Simpson et al. (2018)";1955
"United States";"Atherigona reversura";1530754;"terrestrial";"Simpson et al. (2018)";2010
"United States";"Eristalinus taeniops";1542714;"terrestrial";"Simpson et al. (2018)";1991
"United States";"Syritta flaviventris";1544486;"terrestrial";"Simpson et al. (2018)";1987
"United States";"Napomyza gymnostoma";1554693;"terrestrial";"Simpson et al. (2018)";2015
"United States";"Zaprionus indianus";1557446;"terrestrial";"Simpson et al. (2018)";2005
"United States";"Rhagio tringarius";1581780;"terrestrial";"Simpson et al. (2018)";1980
"Hawaiian Islands";"Syntormon flexibile";1604038;"terrestrial";"Simpson et al. (2018)";1917
"Hawaiian Islands";"Hydrellia williamsi";1617742;"terrestrial";"Simpson et al. (2018)";1931
"United States";"Rhagoletis completa";1622658;"terrestrial";"Simpson et al. (2018)";1916
"Hawaiian Islands";"Ceratitis capitata";1626096;"terrestrial";"Simpson et al. (2018)";1895
"Hawaiian Islands";"Wyeomyia mitchellii";1649296;"terrestrial";"Simpson et al. (2018)";1981
"United States";"Aedes albopictus";1651430;"terrestrial";"Simpson et al. (2018)";1988
"United States";"Aedes japonicus";1652212;"terrestrial";"Simpson et al. (2018)";2000
"United States";"Platystoma seminationis";1678420;"terrestrial";"Simpson et al. (2018)";2003
"United States";"Meconema thalassinum";1690432;"terrestrial";"Simpson et al. (2018)";1957
"Hawaiian Islands";"Schistocerca nitens";1707345;"terrestrial";"Simpson et al. (2018)";1964
"Hawaiian Islands";"Oedaleus abruptus";1714117;"terrestrial";"Simpson et al. (2018)";1968
"United States";"Velarifictorus micado";1722682;"terrestrial";"Simpson et al. (2018)";1959
"United States";"Tachycines asynamorus";1728965;"terrestrial";"Simpson et al. (2018)";1909
"Hawaiian Islands";"Cryptophlebia ombrodelta";1737015;"terrestrial";"Simpson et al. (2018)";1958
"United States";"Epiphyas postvittana";1737131;"terrestrial";"Simpson et al. (2018)";2007
"United States";"Cydia pomonella";1737847;"terrestrial";"Simpson et al. (2018)";1635
"United States";"Cnephasia longana";1739290;"terrestrial";"Simpson et al. (2018)";1929
"United States";"Pandemis cerasana";1743828;"terrestrial";"Simpson et al. (2018)";1964
"United States";"Epinotia nanana";1745787;"terrestrial";"Simpson et al. (2018)";1907
"United States";"Porphyrosela minuta";1751146;"terrestrial";"Simpson et al. (2018)";2008
"Hawaiian Islands";"Miresa pallivitta";1752763;"terrestrial";"Simpson et al. (2018)";2001
"United States";"Amphipyra tragopoginis";1766210;"terrestrial";"Simpson et al. (2018)";1859
"United States";"Chytonix segregata";1767108;"terrestrial";"Simpson et al. (2018)";1993
"United States";"Hecatera dysodea";1789076;"terrestrial";"Simpson et al. (2018)";1998
"United States";"Noctua comes";1789730;"terrestrial";"Simpson et al. (2018)";1985
"United States";"Peridroma saucia";1792996;"terrestrial";"Simpson et al. (2018)";1900
"United States";"Empyreuma affinis";1817942;"terrestrial";"Simpson et al. (2018)";1978
"United States";"Euproctis chrysorrhoea";1821856;"terrestrial";"Simpson et al. (2018)";1809
"United States";"Bedellia somnulentella";1831752;"terrestrial";"Simpson et al. (2018)";1864
"United States";"Agonopterix alstroemeriana";1840346;"terrestrial";"Simpson et al. (2018)";1981
"United States";"Ornativalva erubescens";1846439;"terrestrial";"Simpson et al. (2018)";2014
"United States";"Recurvaria nanella";1848610;"terrestrial";"Simpson et al. (2018)";1776
"United States";"Sitotroga cerealella";1849209;"terrestrial";"Simpson et al. (2018)";1728
"United States";"Etiella zinckenella";1870450;"terrestrial";"Simpson et al. (2018)";1881
"United States";"Cadra cautella";1873890;"terrestrial";"Simpson et al. (2018)";1884
"United States";"Ephestia kuehniella";1878490;"terrestrial";"Simpson et al. (2018)";1889
"Hawaiian Islands";"Herpetogramma licarsisalis";1882965;"terrestrial";"Simpson et al. (2018)";1967
"United States";"Parapoynx diminutalis";1884479;"terrestrial";"Simpson et al. (2018)";1975
"United States";"Ostrinia nubilalis";1886305;"terrestrial";"Simpson et al. (2018)";1917
"United States";"Sitochroa palealis";1886579;"terrestrial";"Simpson et al. (2018)";2004
"United States";"Diatraea saccharalis";1886886;"terrestrial";"Simpson et al. (2018)";1855
"Hawaiian Islands";"Phoebis agarithe";1919652;"terrestrial";"Simpson et al. (2018)";2004
"Hawaiian Islands";"Pieris rapae";1920496;"terrestrial";"Simpson et al. (2018)";1897
"United States";"Pieris rapae";1920496;"terrestrial";"Simpson et al. (2018)";1856
"Hawaiian Islands";"Abaeis nicippe";1920621;"terrestrial";"Simpson et al. (2018)";2013
"Hawaiian Islands";"Lampides boeticus";1924713;"terrestrial";"Simpson et al. (2018)";1882
"Hawaiian Islands";"Zizeeria otis";1933655;"terrestrial";"Simpson et al. (2018)";2008
"Hawaiian Islands";"Papilio xuthus";1937819;"terrestrial";"Simpson et al. (2018)";1971
"United States";"Urbanus dorantes";1944286;"terrestrial";"Simpson et al. (2018)";1920
"United States";"Hemithea aestivaria";1991371;"terrestrial";"Simpson et al. (2018)";1978
"United States";"Homadaula albizziae";1992540;"terrestrial";"Simpson et al. (2018)";1940
"Hawaiian Islands";"Diploptera punctata";1995277;"terrestrial";"Simpson et al. (2018)";1882
"United States";"Blattella vaga";1997229;"terrestrial";"Simpson et al. (2018)";1933
"United States";"Ectobius lapponicus";1998104;"terrestrial";"Simpson et al. (2018)";1984
"United States";"Ectobius pallidus";1998119;"terrestrial";"Simpson et al. (2018)";1948
"United States";"Periplaneta fuliginosa";2000167;"terrestrial";"Simpson et al. (2018)";1839
"United States";"Arytainilla spartiophila";2013117;"terrestrial";"Simpson et al. (2018)";1935
"United States";"Platycorypha nigrivirga";2013135;"terrestrial";"Simpson et al. (2018)";2008
"United States";"Diaphorina citri";2013312;"terrestrial";"Simpson et al. (2018)";1998
"United States";"Ctenarytaina eucalypti";2013904;"terrestrial";"Simpson et al. (2018)";1983
"United States";"Ctenarytaina longicauda";2013912;"terrestrial";"Simpson et al. (2018)";1981
"United States";"Japananus hyalinus";2029899;"terrestrial";"Simpson et al. (2018)";1897
"United States";"Opsius stactogalus";2038171;"terrestrial";"Simpson et al. (2018)";1907
"United States";"Fieberiella florii";2043586;"terrestrial";"Simpson et al. (2018)";1918
"United States";"Siphanta acuta";2066903;"terrestrial";"Simpson et al. (2018)";1983
"United States";"Rhopalosiphum rufiabdominale";2069529;"terrestrial";"Simpson et al. (2018)";1856
"United States";"Rhopalosiphum maidis";2069572;"terrestrial";"Simpson et al. (2018)";1851
"United States";"Prociphilus xylostei";2069711;"terrestrial";"Simpson et al. (2018)";1914
"United States";"Pemphigus bursarius";2070016;"terrestrial";"Simpson et al. (2018)";1872
"United States";"Euthoracaphis umbellulariae";2070268;"terrestrial";"Simpson et al. (2018)";1929
"United States";"Cavariella aegopodii";2070292;"terrestrial";"Simpson et al. (2018)";1903
"United States";"Uroleucon sonchi";2070752;"terrestrial";"Simpson et al. (2018)";1892
"United States";"Sipha maydis";2070973;"terrestrial";"Simpson et al. (2018)";2007
"United States";"Shivaphis celti";2071363;"terrestrial";"Simpson et al. (2018)";1996
"United States";"Therioaphis trifolii";2071624;"terrestrial";"Simpson et al. (2018)";1879
"United States";"Aphis sedi";2072039;"terrestrial";"Simpson et al. (2018)";1911
"United States";"Aphis craccivora";2072061;"terrestrial";"Simpson et al. (2018)";1890
"United States";"Aphis nasturtii";2072152;"terrestrial";"Simpson et al. (2018)";1894
"United States";"Aphis fabae";2072167;"terrestrial";"Simpson et al. (2018)";1869
"United States";"Aphis nerii";2072196;"terrestrial";"Simpson et al. (2018)";1879
"United States";"Aphis glycines";2072221;"terrestrial";"Simpson et al. (2018)";2000
"United States";"Aphis epilobii";2072276;"terrestrial";"Simpson et al. (2018)";1915
"Hawaiian Islands";"Aphis medicaginis";2072419;"terrestrial";"Simpson et al. (2018)";1909
"United States";"Aphis hederae";2072752;"terrestrial";"Simpson et al. (2018)";1910
"United States";"Aphis spiraecola";2072761;"terrestrial";"Simpson et al. (2018)";1907
"United States";"Aphis sambuci";2072795;"terrestrial";"Simpson et al. (2018)";1847
"United States";"Sitobion fragariae";2073024;"terrestrial";"Simpson et al. (2018)";1916
"United States";"Cinara confinis";2073291;"terrestrial";"Simpson et al. (2018)";1920
"United States";"Brevicoryne brassicae";2074893;"terrestrial";"Simpson et al. (2018)";1791
"United States";"Macrosiphoniella sanborni";2074978;"terrestrial";"Simpson et al. (2018)";1891
"United States";"Schizaphis graminum";2075936;"terrestrial";"Simpson et al. (2018)";1884
"United States";"Anoecia corni";2076087;"terrestrial";"Simpson et al. (2018)";1897
"United States";"Myzus lythri";2076196;"terrestrial";"Simpson et al. (2018)";1916
"United States";"Melanaphis sacchari";2076279;"terrestrial";"Simpson et al. (2018)";1977
"Hawaiian Islands";"Capitophorus elaeagni";2076336;"terrestrial";"Simpson et al. (2018)";1923
"United States";"Capitophorus elaeagni";2076336;"terrestrial";"Simpson et al. (2018)";1892
"United States";"Jacksonia papillata";2076539;"terrestrial";"Simpson et al. (2018)";1959
"United States";"Pseudacaudella rubida";2076693;"terrestrial";"Simpson et al. (2018)";1973
"Hawaiian Islands";"Aulacorthum solani";2076745;"terrestrial";"Simpson et al. (2018)";1946
"United States";"Aulacorthum solani";2076745;"terrestrial";"Simpson et al. (2018)";1879
"United States";"Aloephagus myersi";2077000;"terrestrial";"Simpson et al. (2018)";1939
"United States";"Takecallis arundinariae";2077113;"terrestrial";"Simpson et al. (2018)";1911
"United States";"Lipaphis pseudobrassicae";2077159;"terrestrial";"Simpson et al. (2018)";1899
"United States";"Asiphonella dactylonii";2077169;"terrestrial";"Simpson et al. (2018)";1947
"United States";"Forda marginata";2077173;"terrestrial";"Simpson et al. (2018)";1885
"United States";"Aploneura lentisci";2077273;"terrestrial";"Simpson et al. (2018)";1879
"United States";"Acyrthosiphon lactucae";2077430;"terrestrial";"Simpson et al. (2018)";1943
"United States";"Acyrthosiphon pisum";2077503;"terrestrial";"Simpson et al. (2018)";1877
"United States";"Macrosiphum rosae";2077659;"terrestrial";"Simpson et al. (2018)";1841
"United States";"Macrosiphum euphorbiae";2077747;"terrestrial";"Simpson et al. (2018)";2015
"Hawaiian Islands";"Neomyzus circumflexus";2078062;"terrestrial";"Simpson et al. (2018)";1909
"United States";"Neomyzus circumflexus";2078062;"terrestrial";"Simpson et al. (2018)";1907
"United States";"Geoica utricularia";2078166;"terrestrial";"Simpson et al. (2018)";1887
"United States";"Brachycaudus tragopogonis";2078481;"terrestrial";"Simpson et al. (2018)";1993
"United States";"Brachycaudus helichrysi";2078588;"terrestrial";"Simpson et al. (2018)";1893
"United States";"Brachycaudus prunicola";2078621;"terrestrial";"Simpson et al. (2018)";1975
"United States";"Piezodorus guildinii";2078823;"terrestrial";"Simpson et al. (2018)";1976
"United States";"Agonoscelis puberula";2079047;"terrestrial";"Simpson et al. (2018)";1990
"United States";"Hemiberlesia lataniae";2083970;"terrestrial";"Simpson et al. (2018)";1899
"United States";"Epidiaspis leperii";2084221;"terrestrial";"Simpson et al. (2018)";1882
"United States";"Ceroplastes cirripediformis";2092416;"terrestrial";"Simpson et al. (2018)";1880
"Hawaiian Islands";"Balanus amphitrite";2115729;"terrestrial";"Simpson et al. (2018)";1902
"United States";"Balanus amphitrite";2115729;"terrestrial";"Simpson et al. (2018)";1938
"United States";"Lernaea cyprinacea";2117035;"freshwater";"Simpson et al. (2018)";1930
"United States";"Tenuiphantes tenuis";2135959;"terrestrial";"Simpson et al. (2018)";1990
"United States";"Holocnemus pluchei";2149679;"terrestrial";"Simpson et al. (2018)";1974
"United States";"Menemerus semilimbatus";2169069;"terrestrial";"Simpson et al. (2018)";1991
"United States";"Pseudeuophrys lanigera";2173236;"terrestrial";"Simpson et al. (2018)";2015
"United States";"Varroa destructor";2188249;"terrestrial";"Simpson et al. (2018)";1979
"United States";"Synidotea laticauda";2204831;"terrestrial";"Simpson et al. (2018)";1897
"Hawaiian Islands";"Porcellionides pruinosus";2211355;"terrestrial";"Simpson et al. (2018)";1923
"United States";"Hemimysis anomala";2220312;"freshwater";"Simpson et al. (2018)";2006
"United States";"Charybdis hellerii";2225632;"terrestrial";"Simpson et al. (2018)";1986
"United States";"Rhysida longipes";2232111;"terrestrial";"Simpson et al. (2018)";1956
"United States";"Daphnia lumholtzi";2234817;"terrestrial";"Simpson et al. (2018)";1983
"United States";"Garveia franciscana";2266521;"terrestrial";"Simpson et al. (2018)";1901
"United States";"Pisidium supinum";2286699;"terrestrial";"Simpson et al. (2018)";1959
"United States";"Pisidium punctiferum";2286703;"freshwater";"Simpson et al. (2018)";1999
"United States";"Pisidium henslowanum";2286705;"freshwater";"Simpson et al. (2018)";1916
"United States";"Sphaerium corneum";2286709;"terrestrial";"Simpson et al. (2018)";1900
"United States";"Dreissena bugensis";2287073;"terrestrial";"Simpson et al. (2018)";1991
"United States";"Cipangopaludina japonica";2292566;"freshwater";"Simpson et al. (2018)";1892
"United States";"Angustipes ameghini";2293766;"terrestrial";"Simpson et al. (2018)";1960
"United States";"Arion circumscriptus";2294098;"terrestrial";"Simpson et al. (2018)";2007
"United States";"Arion ater";2294101;"terrestrial";"Simpson et al. (2018)";2007
"United States";"Theba pisana";2294277;"terrestrial";"Simpson et al. (2018)";1914
"United States";"Cepaea nemoralis";2294280;"terrestrial";"Simpson et al. (2018)";1962
"United States";"Otala lactea";2294284;"terrestrial";"Simpson et al. (2018)";1931
"United States";"Cochlicella barbara";2296807;"terrestrial";"Simpson et al. (2018)";2015
"United States";"Bradybaena similaris";2297154;"terrestrial";"Simpson et al. (2018)";1974
"United States";"Valvata piscinalis";2298076;"freshwater";"Simpson et al. (2018)";1897
"United States";"Bithynia tentaculata";2299854;"freshwater";"Simpson et al. (2018)";1871
"United States";"Tarebia granifera";2300928;"freshwater";"Simpson et al. (2018)";1949
"United States";"Potamothrix bedoti";2308604;"freshwater";"Simpson et al. (2018)";1978
"United States";"Potamothrix vejdovskyi";2308605;"freshwater";"Simpson et al. (2018)";1965
"United States";"Potamothrix moldaviensis";2308609;"freshwater";"Simpson et al. (2018)";1952
"United States";"Pterygoplichthys disjunctivus";2340003;"freshwater";"Simpson et al. (2018)";1971
"Hawaiian Islands";"Xiphophorus maculatus";2350164;"freshwater";"Simpson et al. (2018)";1922
"United States";"Hypophthalmichthys nobilis";2362486;"freshwater";"Simpson et al. (2018)";1972
"United States";"Amphilophus citrinellus";2370102;"freshwater";"Simpson et al. (2018)";1976
"United States";"Cichlasoma dimerus";2371909;"freshwater";"Simpson et al. (2018)";2000
"United States";"Tridentiger barbatus";2376464;"terrestrial";"Simpson et al. (2018)";1994
"United States";"Proterorhinus semilunaris";2379245;"freshwater";"Simpson et al. (2018)";1990
"Hawaiian Islands";"Glandirana rugosa";2427326;"terrestrial";"Simpson et al. (2018)";1895
"Hawaiian Islands";"Felis catus";2435035;"terrestrial";"Simpson et al. (2018)";1702
"Hawaiian Islands";"Palea steindachneri";2442749;"terrestrial";"Simpson et al. (2018)";1801
"United States";"Sphaerodactylus elegans";2445290;"terrestrial";"Simpson et al. (2018)";1921
"United States";"Iguana iguana";2459658;"terrestrial";"Simpson et al. (2018)";1964
"United States";"Boa constrictor";2464899;"terrestrial";"Simpson et al. (2018)";1962
"United States";"Anolis distichus";2467218;"terrestrial";"Simpson et al. (2018)";1946
"United States";"Varanus niloticus";2470656;"terrestrial";"Simpson et al. (2018)";1981
"United States";"Bipalium kewense";2502938;"terrestrial";"Simpson et al. (2018)";1901
"United States";"Cyperus blepharoleptos";2710884;"terrestrial";"Simpson et al. (2018)";1882
"United States";"Oxycaryum cubense";2710884;"terrestrial";"Simpson et al. (2018)";1882
"United States";"Mimosa pigra";2969431;"terrestrial";"Simpson et al. (2018)";1953
"Hawaiian Islands";"Indigofera spicata";2971635;"terrestrial";"Simpson et al. (2018)";1949
"United States";"Gamochaeta chionesthes";3139726;"terrestrial";"Simpson et al. (2018)";1949
"United States";"Acer tataricum";3189843;"terrestrial";"Simpson et al. (2018)";1860
"United States";"Carasius auratus";4286942;"freshwater";"Simpson et al. (2018)";1608
"United States";"Carassius auratus";4286942;"freshwater";"Simpson et al. (2018)";1608
"United States";"Tarophagus colocasiae";4290100;"terrestrial";"Simpson et al. (2018)";2015
"United States";"Atrichonotus taeniatulus";4291053;"terrestrial";"Simpson et al. (2018)";1908
"United States";"Ochyromera ligustri";4291739;"terrestrial";"Simpson et al. (2018)";1961
"United States";"Cyrtepistomus castaneus";4291745;"terrestrial";"Simpson et al. (2018)";1933
"United States";"Tenodera angustipennis";4293587;"terrestrial";"Simpson et al. (2018)";1926
"Hawaiian Islands";"Targalla delatrix";4301309;"terrestrial";"Simpson et al. (2018)";1964
"United States";"Melanoides tuberculata";4362965;"freshwater";"Simpson et al. (2018)";1954
"United States";"Mytella charruana";4374583;"terrestrial";"Simpson et al. (2018)";1986
"United States";"Spartocera batatas";4391020;"terrestrial";"Simpson et al. (2018)";1995
"United States";"Roeseliana roeselii";4402879;"terrestrial";"Simpson et al. (2018)";1965
"United States";"Leuciscus idus";4409643;"freshwater";"Simpson et al. (2018)";1877
"United States";"Tasgius melanarius";4437532;"terrestrial";"Simpson et al. (2018)";1985
"United States";"Chrysolina bankii";4460057;"terrestrial";"Simpson et al. (2018)";2004
"United States";"Polydrusus formosus";4468015;"terrestrial";"Simpson et al. (2018)";1934
"United States";"Tychius stephensi";4468772;"terrestrial";"Simpson et al. (2018)";1908
"United States";"Rhinusa tetra";4468969;"terrestrial";"Simpson et al. (2018)";1916
"United States";"Asaphidion curtum";4478699;"terrestrial";"Simpson et al. (2018)";1930
"United States";"Bagrada hilaris";4485918;"terrestrial";"Simpson et al. (2018)";2008
"United States";"Pyrrhocoris apterus";4486826;"terrestrial";"Simpson et al. (2018)";2008
"United States";"Luridiblatta trivittata";4514014;"terrestrial";"Simpson et al. (2018)";2004
"United States";"Yponomeuta cagnagella";4525369;"terrestrial";"Simpson et al. (2018)";1989
"United States";"Acentria ephemerella";4531687;"terrestrial";"Simpson et al. (2018)";1927
"United States";"Leichenum canaliculatum";4725682;"terrestrial";"Simpson et al. (2018)";1906
"United States";"Python bivittatus";4820533;"terrestrial";"Simpson et al. (2018)";1985
"United States";"Oligotoma nigra";4987906;"terrestrial";"Simpson et al. (2018)";1804
"United States";"Calosoma sycophanta";4989308;"terrestrial";"Simpson et al. (2018)";1906
"United States";"Rhyzobius lophanthae";4990175;"terrestrial";"Simpson et al. (2018)";1892
"United States";"Rhyzobius forestieri";4990176;"terrestrial";"Simpson et al. (2018)";1892
"United States";"Coccinella undecimpunctata";4990195;"terrestrial";"Simpson et al. (2018)";1912
"United States";"Crioceris duodecimpunctata";4990499;"terrestrial";"Simpson et al. (2018)";1957
"United States";"Crioceris asparagi";4990500;"terrestrial";"Simpson et al. (2018)";1957
"United States";"Microtheca ochroloma";4990635;"terrestrial";"Simpson et al. (2018)";1947
"United States";"Lasioderma haemorrhoidale";4998190;"terrestrial";"Simpson et al. (2018)";1984
"United States";"Diaprepes abbreviatus";5010133;"terrestrial";"Simpson et al. (2018)";1964
"United States";"Phyllobius oblongus";5022592;"terrestrial";"Simpson et al. (2018)";1923
"United States";"Pristiphora geniculata";5023190;"terrestrial";"Simpson et al. (2018)";1926
"United States";"Zeta argillaceum";5036624;"terrestrial";"Simpson et al. (2018)";1987
"Hawaiian Islands";"Delta latreillei";5036717;"terrestrial";"Simpson et al. (2018)";1947
"United States";"Osmia caerulescens";5039096;"terrestrial";"Simpson et al. (2018)";1809
"United States";"Osmia taurus";5039112;"terrestrial";"Simpson et al. (2018)";2000
"United States";"Osmia cornifrons";5039354;"terrestrial";"Simpson et al. (2018)";1963
"United States";"Ceratina cobaltina";5039952;"terrestrial";"Simpson et al. (2018)";1970
"Hawaiian Islands";"Ceratina dentipes";5040036;"terrestrial";"Simpson et al. (2018)";1996
"Hawaiian Islands";"Ceratina smaragdula";5040047;"terrestrial";"Simpson et al. (2018)";1998
"United States";"Chrysomya megacephala";5064167;"terrestrial";"Simpson et al. (2018)";1986
"United States";"Spilonota ocellana";5103066;"terrestrial";"Simpson et al. (2018)";1840
"United States";"Ancylis comptana";5103227;"terrestrial";"Simpson et al. (2018)";1622
"Hawaiian Islands";"Spodoptera mauritia";5109848;"terrestrial";"Simpson et al. (2018)";1953
"Hawaiian Islands";"Spodoptera exempta";5109925;"terrestrial";"Simpson et al. (2018)";1873
"United States";"Nodaria cornicalis";5113347;"terrestrial";"Simpson et al. (2018)";2007
"Hawaiian Islands";"Achaea janata";5113950;"terrestrial";"Simpson et al. (2018)";1944
"United States";"Coleophora deauratella";5121613;"terrestrial";"Simpson et al. (2018)";1989
"United States";"Pectinophora gossypiella";5121979;"terrestrial";"Simpson et al. (2018)";1916
"Hawaiian Islands";"Danaus plexippus";5133088;"terrestrial";"Simpson et al. (2018)";1845
"United States";"Shelfordella lateralis";5151541;"terrestrial";"Simpson et al. (2018)";1978
"United States";"Blatta orientalis";5151589;"terrestrial";"Simpson et al. (2018)";1886
"United States";"Lycorma delicatula";5157899;"terrestrial";"Simpson et al. (2018)";2014
"United States";"Planococcus citri";5164206;"terrestrial";"Simpson et al. (2018)";1880
"United States";"Cyrtophora citricola";5171231;"terrestrial";"Simpson et al. (2018)";2000
"United States";"Ligia exotica";5175654;"terrestrial";"Simpson et al. (2018)";1878
"United States";"Asellus hilgendorfii";5176426;"terrestrial";"Simpson et al. (2018)";1978
"United States";"Radix auricularia";5189888;"freshwater";"Simpson et al. (2018)";1803
"United States";"Hemidactylus turcicus";5221528;"terrestrial";"Simpson et al. (2018)";1910
"United States";"Furcifer oustaleti";5221973;"terrestrial";"Simpson et al. (2018)";2010
"United States";"Leiocephalus carinatus";5224691;"terrestrial";"Simpson et al. (2018)";1935
"Hawaiian Islands";"Lampropholis delicata";5225256;"terrestrial";"Simpson et al. (2018)";1900
"United States";"Picea orientalis";5284794;"terrestrial";"Simpson et al. (2018)";1919
"United States";"Eulophia graminea";5312157;"terrestrial";"Simpson et al. (2018)";2007
"Hawaiian Islands";"Erythrina crista-galli";5349719;"terrestrial";"Simpson et al. (2018)";1913
"United States";"Volutaria tubuliflora";5385952;"terrestrial";"Simpson et al. (2018)";1987
"United States";"Campanula cervicaria";5410857;"terrestrial";"Simpson et al. (2018)";1946
"Hawaiian Islands";"Carissa macrocarpa";5414420;"terrestrial";"Simpson et al. (2018)";1990
"United States";"Bruchus brachialis";5752145;"terrestrial";"Simpson et al. (2018)";1931
"United States";"Laemostenus complanatus";5755203;"terrestrial";"Simpson et al. (2018)";1874
"United States";"Mindarus abietinus";5758584;"terrestrial";"Simpson et al. (2018)";1879
"United States";"Diaphania indica";5771877;"terrestrial";"Simpson et al. (2018)";1950
"United States";"Eisenia andrei";5815559;"freshwater";"Simpson et al. (2018)";1950
"United States";"Hemidactylus parvimaculatus";5843310;"terrestrial";"Simpson et al. (2018)";2012
"United States";"Ovachlamys fulgens";5858375;"terrestrial";"Simpson et al. (2018)";2002
"United States";"Megacopta cribraria";5866311;"terrestrial";"Simpson et al. (2018)";2009
"United States";"Exomala orientalis";5875148;"terrestrial";"Simpson et al. (2018)";1920
"United States";"Bipalium adventitium";5892130;"terrestrial";"Simpson et al. (2018)";1943
"United States";"Platydemus manokwari";5892137;"terrestrial";"Simpson et al. (2018)";2015
"United States";"Hemidactylus mabouia";5959942;"terrestrial";"Simpson et al. (2018)";1991
"United States";"Pristiphora rufipes";6097023;"terrestrial";"Simpson et al. (2018)";1982
"United States";"Lilioceris cheni";6132123;"terrestrial";"Simpson et al. (2018)";2012
"United States";"Dirrhagofarsus lewisi";6132209;"terrestrial";"Simpson et al. (2018)";1976
"United States";"Mantis religiosa";6258028;"terrestrial";"Simpson et al. (2018)";1899
"United States";"Ameiva praesignis";7505629;"terrestrial";"Simpson et al. (2018)";1954
"United States";"Pseudocneorhinus bifasciatus";7507471;"terrestrial";"Simpson et al. (2018)";1914
"United States";"Pomacea maculata";7532642;"freshwater";"Simpson et al. (2018)";1978
"United States";"Brachycaudus cardui";7688517;"terrestrial";"Simpson et al. (2018)";1887
"United States";"Rhyparochromus saturnius";7698815;"terrestrial";"Simpson et al. (2018)";1994
"United States";"Aramigus tessellatus";7798055;"terrestrial";"Simpson et al. (2018)";1939
"United States";"Neoscapteriscus borellii";7846032;"terrestrial";"Simpson et al. (2018)";1904
"United States";"Pterostichus melanarius";7856746;"terrestrial";"Simpson et al. (2018)";1926
"Hawaiian Islands";"Lepadoretus sinicus";7930392;"terrestrial";"Simpson et al. (2018)";1891
"Hawaiian Islands";"Bactrocera dorsalis";7930834;"terrestrial";"Simpson et al. (2018)";1945
"United States";"Forda formicaria";7982270;"terrestrial";"Simpson et al. (2018)";1909
"United States";"Odhneripisidium moitessierianum";7983644;"freshwater";"Simpson et al. (2018)";1895
"United States";"Aethina tumida";8254044;"terrestrial";"Simpson et al. (2018)";1996
"United States";"Singhiella simplex";8294603;"terrestrial";"Simpson et al. (2018)";2007
