"Region";"NewName";"speciesKey";"Realm";"FirstRecord"
"Norway";"Helianthus decapetalus";3119185;"terrestrial";1967
"United States";"Helianthus grosseserratus";3119189;"terrestrial";1894
"Australia";"Helianthus debilis";3119191;"terrestrial";1987
"Azores";"Helianthus debilis";3119191;"terrestrial";1973
"Belgium";"Helianthus debilis";3119191;"terrestrial";1911
"Taiwan";"Helianthus debilis";3119191;"terrestrial";1999
"Canada";"Helianthus maximiliani";3119206;"terrestrial";1929
"Belgium";"Helianthus salicifolius";3119219;"terrestrial";1893
"New Zealand";"Helianthus salicifolius";3119219;"terrestrial";1988
"Mexico";"Helianthus petiolaris";3119225;"terrestrial";1899
"Norway";"Helianthus petiolaris";3119225;"terrestrial";1916
"Russia";"Helianthus petiolaris";3119225;"terrestrial";1992
"United Kingdom";"Helianthus petiolaris";3119225;"terrestrial";1908
"United States";"Helianthus petiolaris";3119225;"terrestrial";1910
"Australia";"Helianthus ciliaris";3119230;"terrestrial";1935
"United States";"Helianthus ciliaris";3119230;"terrestrial";1895
"Austria";"Helianthus pauciflorus";3119231;"terrestrial";1880
"Canada";"Helianthus pauciflorus";3119231;"terrestrial";1930
"Denmark";"Helianthus pauciflorus";3119231;"terrestrial";1911
"Italy";"Helianthus pauciflorus";3119231;"terrestrial";1905
"Norway";"Helianthus pauciflorus";3119231;"terrestrial";1926
"Slovakia";"Helianthus pauciflorus";3119231;"terrestrial";1974
"Sweden";"Helianthus pauciflorus";3119231;"terrestrial";1700
"Australia";"Helianthus argophyllus";3119232;"terrestrial";1964
"Canada";"Helianthus giganteus";3119240;"terrestrial";1905
"China";"Erigeron philadelphicus";3119285;"terrestrial";19
"Italy";"Erigeron philadelphicus";3119285;"terrestrial";1772
"Japan";"Erigeron philadelphicus";3119285;"terrestrial";1920
"New Zealand";"Erigeron philadelphicus";3119285;"terrestrial";1946
"United Kingdom";"Erigeron philadelphicus";3119285;"terrestrial";1916
"Australia";"Eleutheranthera ruderalis";3119915;"terrestrial";1918
"Ghana";"Eleutheranthera ruderalis";3119915;"terrestrial";1954
"Belgium";"Achillea nobilis";3120024;"terrestrial";1880
"Denmark";"Achillea nobilis";3120024;"terrestrial";1700
"Estonia";"Achillea nobilis";3120024;"terrestrial";1835
"Finland";"Achillea nobilis";3120024;"terrestrial";1700
"Latvia";"Achillea nobilis";3120024;"terrestrial";1906
"Norway";"Achillea nobilis";3120024;"terrestrial";1872
"Sweden";"Achillea nobilis";3120024;"terrestrial";1749
"United Kingdom";"Achillea nobilis";3120024;"terrestrial";1896
"United Kingdom";"Achillea ligustica";3120032;"terrestrial";1900
"Amsterdam Island";"Achillea millefolium";3120060;"terrestrial";1963
"Australia";"Achillea millefolium";3120060;"terrestrial";1891
"Azores";"Achillea millefolium";3120060;"terrestrial";1865
"Bhutan";"Achillea millefolium";3120060;"terrestrial";2014
"Chile";"Achillea millefolium";3120060;"terrestrial";1875
"China";"Achillea millefolium";3120060;"terrestrial";1918
"Corse";"Achillea millefolium";3120060;"terrestrial";1918
"Hawaiian Islands";"Achillea millefolium";3120060;"terrestrial";1911
"Madeira";"Achillea millefolium";3120060;"terrestrial";1868
"New Zealand";"Achillea millefolium";3120060;"terrestrial";1867
"Norway";"Achillea millefolium";3120060;"terrestrial";1872
"Puerto Rico";"Achillea millefolium";3120060;"terrestrial";1916
"South Korea";"Achillea millefolium";3120060;"terrestrial";1962
"Svalbard and Jan Mayen";"Achillea millefolium";3120060;"terrestrial";1897
"Sweden";"Achillea millefolium";3120060;"terrestrial";1662
"United States";"Achillea millefolium";3120060;"terrestrial";1878
"Zimbabwe";"Achillea millefolium";3120060;"terrestrial";1942
"Australia";"Achillea distans";3120264;"terrestrial";1880
"United Kingdom";"Achillea distans";3120264;"terrestrial";1844
"Latvia";"Achillea micrantha";3120277;"terrestrial";1934
"Australia";"Achillea filipendulina";3120284;"terrestrial";1966
"Austria";"Achillea filipendulina";3120284;"terrestrial";1950
"Belgium";"Achillea filipendulina";3120284;"terrestrial";1880
"Czech Republic";"Achillea filipendulina";3120284;"terrestrial";1945
"Italy";"Achillea filipendulina";3120284;"terrestrial";1802
"New Zealand";"Achillea filipendulina";3120284;"terrestrial";1955
"Norway";"Achillea filipendulina";3120284;"terrestrial";2005
"Spain";"Achillea filipendulina";3120284;"terrestrial";1982
"Sweden";"Achillea filipendulina";3120284;"terrestrial";1870
"United Kingdom";"Achillea filipendulina";3120284;"terrestrial";1909
"United States";"Achillea filipendulina";3120284;"terrestrial";2012
"New Zealand";"Achillea ptarmica";3120333;"terrestrial";1956
"Sweden";"Achillea ptarmica";3120333;"terrestrial";1838
"United States";"Achillea ptarmica";3120333;"terrestrial";1806
"Finland";"Achillea salicifolia";3120376;"terrestrial";1874
"Russia";"Artemisia argyi";3120648;"terrestrial";1988
"Australia";"Artemisia arborescens";3120677;"terrestrial";1917
"New Zealand";"Artemisia arborescens";3120677;"terrestrial";1975
"Latvia";"Artemisia scoparia";3120713;"terrestrial";1901
"Sweden";"Artemisia scoparia";3120713;"terrestrial";1901
"Australia";"Artemisia verlotiorum";3120790;"terrestrial";1894
"Austria";"Artemisia verlotiorum";3120790;"terrestrial";1925
"Belgium";"Artemisia verlotiorum";3120790;"terrestrial";1937
"Corse";"Artemisia verlotiorum";3120790;"terrestrial";1979
"Czech Republic";"Artemisia verlotiorum";3120790;"terrestrial";1947
"France";"Artemisia verlotiorum";3120790;"terrestrial";1894
"Germany";"Artemisia verlotiorum";3120790;"terrestrial";1920
"Italy";"Artemisia verlotiorum";3120790;"terrestrial";1902
"New Zealand";"Artemisia verlotiorum";3120790;"terrestrial";1926
"Portugal";"Artemisia verlotiorum";3120790;"terrestrial";1967
"Russia";"Artemisia verlotiorum";3120790;"terrestrial";1917
"Slovenia";"Artemisia verlotiorum";3120790;"terrestrial";1940
"Spain";"Artemisia verlotiorum";3120790;"terrestrial";1913
"United Kingdom";"Artemisia verlotiorum";3120790;"terrestrial";1908
"Latvia";"Artemisia codonocephala";3120828;"terrestrial";1955
"Australia";"Artemisia vulgaris";3120946;"terrestrial";1845
"Hawaiian Islands";"Artemisia vulgaris";3120946;"terrestrial";1909
"Lithuania";"Artemisia vulgaris";3120946;"terrestrial";1988
"Russia";"Artemisia vulgaris";3120946;"terrestrial";1927
"Sweden";"Artemisia vulgaris";3120946;"terrestrial";1898
"United Kingdom";"Artemisia vulgaris";3120946;"terrestrial";1551
"United States";"Artemisia vulgaris";3120946;"terrestrial";1813
"Belgium";"Artemisia ludoviciana";3120950;"terrestrial";1850
"Canada";"Artemisia ludoviciana";3120950;"terrestrial";1903
"Czech Republic";"Artemisia ludoviciana";3120950;"terrestrial";1971
"Estonia";"Artemisia ludoviciana";3120950;"terrestrial";1957
"Belgium";"Artemisia biennis";3121226;"terrestrial";1895
"Canada";"Artemisia biennis";3121226;"terrestrial";1864
"Czech Republic";"Artemisia biennis";3121226;"terrestrial";1960
"Germany";"Artemisia biennis";3121226;"terrestrial";1894
"Norway";"Artemisia biennis";3121226;"terrestrial";1920
"Russia";"Artemisia biennis";3121226;"terrestrial";1953
"Switzerland";"Artemisia biennis";3121226;"terrestrial";1917
"United Kingdom";"Artemisia biennis";3121226;"terrestrial";1903
"United States";"Artemisia biennis";3121226;"terrestrial";1881
"Czech Republic";"Artemisia tournefortiana";3121226;"terrestrial";1964
"Germany";"Artemisia tournefortiana";3121226;"terrestrial";1858
"Russia";"Artemisia tournefortiana";3121226;"terrestrial";1991
"Belgium";"Artemisia princeps";3121258;"terrestrial";1911
"Australia";"Artemisia absinthium";3121319;"terrestrial";1912
"Azores";"Artemisia absinthium";3121319;"terrestrial";1895
"Canada";"Artemisia absinthium";3121319;"terrestrial";1860
"Chile";"Artemisia absinthium";3121319;"terrestrial";1848
"Corse";"Artemisia absinthium";3121319;"terrestrial";1834
"Denmark";"Artemisia absinthium";3121319;"terrestrial";1700
"Mexico";"Artemisia absinthium";3121319;"terrestrial";1952
"New Zealand";"Artemisia absinthium";3121319;"terrestrial";1871
"Sweden";"Artemisia absinthium";3121319;"terrestrial";1658
"United Kingdom";"Artemisia absinthium";3121319;"terrestrial";1551
"United States";"Artemisia absinthium";3121319;"terrestrial";1893
"Estonia";"Artemisia siversiana";3121370;"terrestrial";1805
"Germany";"Artemisia siversiana";3121370;"terrestrial";1905
"Latvia";"Artemisia siversiana";3121370;"terrestrial";1974
"Poland";"Artemisia siversiana";3121370;"terrestrial";1958
"Russia";"Artemisia siversiana";3121370;"terrestrial";1915
"Canada";"Artemisia stelleriana";3121391;"terrestrial";1904
"Norway";"Artemisia stelleriana";3121391;"terrestrial";1987
"Saint Pierre and Miquelon";"Artemisia stelleriana";3121391;"terrestrial";1980
"Sweden";"Artemisia stelleriana";3121391;"terrestrial";1792
"United Kingdom";"Artemisia stelleriana";3121391;"terrestrial";1888
"Canada";"Artemisia frigida";3121436;"terrestrial";1917
"Belgium";"Artemisia campestris";3121461;"terrestrial";2001
"Slovakia";"Artemisia campestris";3121461;"terrestrial";1977
"Sweden";"Artemisia campestris";3121461;"terrestrial";1871
"United Kingdom";"Artemisia campestris";3121461;"terrestrial";1865
"Belgium";"Artemisia sieversiana";3121562;"terrestrial";2014
"Japan";"Artemisia sieversiana";3121562;"terrestrial";1952
"Austria";"Artemisia dracunculus";3121581;"terrestrial";1971
"Belgium";"Artemisia dracunculus";3121581;"terrestrial";1902
"Estonia";"Artemisia dracunculus";3121581;"terrestrial";1807
"Lithuania";"Artemisia dracunculus";3121581;"terrestrial";1967
"Mexico";"Artemisia dracunculus";3121581;"terrestrial";1930
"New Zealand";"Artemisia dracunculus";3121581;"terrestrial";1993
"Norway";"Artemisia dracunculus";3121581;"terrestrial";1948
"Poland";"Artemisia dracunculus";3121581;"terrestrial";1850
"Slovakia";"Artemisia dracunculus";3121581;"terrestrial";1878
"Sweden";"Artemisia dracunculus";3121581;"terrestrial";1893
"United Kingdom";"Artemisia dracunculus";3121581;"terrestrial";1906
"United States";"Artemisia dracunculus";3121581;"terrestrial";1849
"United Kingdom";"Artemisia wurzellii";3121656;"terrestrial";1987
"Estonia";"Artemisia austriaca";3121668;"terrestrial";1807
"Germany";"Artemisia austriaca";3121668;"terrestrial";1872
"Latvia";"Artemisia austriaca";3121668;"terrestrial";1893
"Hawaiian Islands";"Palafoxia callosa";3121697;"terrestrial";1971
"Sweden";"Amberboa moschata";3122190;"terrestrial";1886
"United States";"Amberboa moschata";3122190;"terrestrial";1913
"Belgium";"Notobasis syriaca";3122323;"terrestrial";1909
"United Kingdom";"Anthemis cupaniana";3122565;"terrestrial";1923
"Australia";"Pilosella aurantiaca";3122924;"terrestrial";1999
"Belgium";"Pilosella aurantiaca";3122924;"terrestrial";1909
"Canada";"Pilosella aurantiaca";3122924;"terrestrial";1875
"Chile";"Pilosella aurantiaca";3122924;"terrestrial";1967
"Estonia";"Pilosella aurantiaca";3122924;"terrestrial";1807
"Finland";"Pilosella aurantiaca";3122924;"terrestrial";1907
"Iceland";"Pilosella aurantiaca";3122924;"terrestrial";1955
"Ireland";"Pilosella aurantiaca";3122924;"terrestrial";1866
"Japan";"Pilosella aurantiaca";3122924;"terrestrial";1954
"New Zealand";"Pilosella aurantiaca";3122924;"terrestrial";1911
"Norway";"Pilosella aurantiaca";3122924;"terrestrial";1841
"Sweden";"Pilosella aurantiaca";3122924;"terrestrial";1745
"United Kingdom";"Pilosella aurantiaca";3122924;"terrestrial";1793
"United States";"Pilosella aurantiaca";3122924;"terrestrial";1871
"Saint Pierre and Miquelon";"Pilosella floribunda";3123193;"terrestrial";1936
"Sweden";"Pilosella floribunda";3123193;"terrestrial";1996
"United Kingdom";"Pilosella flagellaris";3123262;"terrestrial";1869
"Sweden";"Pilosella cymosa";3123422;"terrestrial";1900
"Canada";"Pilosella glomerata";3123567;"terrestrial";2001
"Belgium";"Pilosella caespitosa";3123663;"terrestrial";1850
"Canada";"Pilosella caespitosa";3123663;"terrestrial";1896
"Finland";"Pilosella caespitosa";3123663;"terrestrial";1767
"New Zealand";"Pilosella caespitosa";3123663;"terrestrial";1940
"Norway";"Pilosella caespitosa";3123663;"terrestrial";1821
"United Kingdom";"Pilosella caespitosa";3123663;"terrestrial";1868
"United States";"Pilosella caespitosa";3123663;"terrestrial";1879
"Ghana";"Cyanthillium stelluliferum";3124790;"terrestrial";1953
"Australia";"Stevia ovata";3125509;"terrestrial";2007
"Australia";"Stevia eupatoria";3125566;"terrestrial";1933
"New Zealand";"Stuartina muelleri";3125765;"terrestrial";1906
"Germany";"Sigesbeckia serrata";3125895;"terrestrial";1919
"United Kingdom";"Sigesbeckia serrata";3125895;"terrestrial";1873
"Australia";"Sigesbeckia orientalis";3125901;"terrestrial";1887
"Canary Islands";"Sigesbeckia orientalis";3125901;"terrestrial";1948
"Hawaiian Islands";"Sigesbeckia orientalis";3125901;"terrestrial";1888
"Italy";"Sigesbeckia orientalis";3125901;"terrestrial";1760
"Kermadec Islands";"Sigesbeckia orientalis";3125901;"terrestrial";1908
"New Zealand";"Sigesbeckia orientalis";3125901;"terrestrial";1841
"United Kingdom";"Sigesbeckia orientalis";3125901;"terrestrial";1928
"Australia";"Santolina chamaecyparissus";3125933;"terrestrial";1888
"Ireland";"Santolina chamaecyparissus";3125933;"terrestrial";1913
"Italy";"Santolina chamaecyparissus";3125933;"terrestrial";1982
"New Zealand";"Santolina chamaecyparissus";3125933;"terrestrial";1989
"Portugal";"Santolina chamaecyparissus";3125933;"terrestrial";1661
"United Kingdom";"Santolina chamaecyparissus";3125933;"terrestrial";1902
"Australia";"Pascalia glauca";3126654;"terrestrial";1906
"Norway";"Centaurea nemoralis";3127553;"terrestrial";1882
"Australia";"Centaurea paniculata";3127613;"terrestrial";1929
"Norway";"Cyanus triumfettii";3127633;"terrestrial";1930
"Australia";"Centaurea benedicta";3127691;"terrestrial";1904
"Chile";"Centaurea benedicta";3127691;"terrestrial";1848
"United States";"Centaurea benedicta";3127691;"terrestrial";1877
"Australia";"Centaurea stoebe";3127727;"terrestrial";1986
"Belgium";"Centaurea stoebe";3127727;"terrestrial";1863
"Canada";"Centaurea stoebe";3127727;"terrestrial";1932
"Estonia";"Centaurea stoebe";3127727;"terrestrial";1869
"Finland";"Centaurea stoebe";3127727;"terrestrial";1700
"Norway";"Centaurea stoebe";3127727;"terrestrial";1914
"Poland";"Centaurea stoebe";3127727;"terrestrial";1975
"Sweden";"Centaurea stoebe";3127727;"terrestrial";1658
"United States";"Centaurea stoebe";3127727;"terrestrial";1910
"Belgium";"Centaurea hyalolepis";3127837;"terrestrial";1940
"United Kingdom";"Centaurea hyalolepis";3127837;"terrestrial";1908
"Norway";"Centaurea orientalis";3128007;"terrestrial";1893
"Madeira";"Centaurea seridis";3128032;"terrestrial";1868
"Australia";"Centaurea melitensis";3128091;"terrestrial";1883
"Azores";"Centaurea melitensis";3128091;"terrestrial";1838
"Belgium";"Centaurea melitensis";3128091;"terrestrial";1826
"Chile";"Centaurea melitensis";3128091;"terrestrial";1848
"Hawaiian Islands";"Centaurea melitensis";3128091;"terrestrial";1855
"Lord Howe Island";"Centaurea melitensis";3128091;"terrestrial";1898
"Mexico";"Centaurea melitensis";3128091;"terrestrial";1889
"New Zealand";"Centaurea melitensis";3128091;"terrestrial";1890
"Norway";"Centaurea melitensis";3128091;"terrestrial";1880
"Poland";"Centaurea melitensis";3128091;"terrestrial";1928
"Sweden";"Centaurea melitensis";3128091;"terrestrial";1909
"United Kingdom";"Centaurea melitensis";3128091;"terrestrial";1876
"United States";"Centaurea melitensis";3128091;"terrestrial";1052
"United States";"Centaurea sulphurea";3128151;"terrestrial";1923
"Belgium";"Centaurea aspera";3128166;"terrestrial";1872
"Corse";"Centaurea aspera";3128166;"terrestrial";1962
"Norway";"Centaurea aspera";3128166;"terrestrial";1882
"United Kingdom";"Centaurea aspera";3128166;"terrestrial";1788
"Australia";"Centaurea nigra";3128225;"terrestrial";1990
"Austria";"Centaurea nigra";3128225;"terrestrial";1960
"Canada";"Centaurea nigra";3128225;"terrestrial";1850
"Chile";"Centaurea nigra";3128225;"terrestrial";1984
"Czech Republic";"Centaurea nigra";3128225;"terrestrial";1872
"Denmark";"Centaurea nigra";3128225;"terrestrial";1892
"Finland";"Centaurea nigra";3128225;"terrestrial";1700
"New Zealand";"Centaurea nigra";3128225;"terrestrial";1869
"Sweden";"Centaurea nigra";3128225;"terrestrial";1658
"United States";"Centaurea nigra";3128225;"terrestrial";1911
"Belgium";"Centaurea nigrescens";3128228;"terrestrial";1826
"Canada";"Centaurea nigrescens";3128228;"terrestrial";1971
"Czech Republic";"Centaurea nigrescens";3128228;"terrestrial";1823
"Germany";"Centaurea nigrescens";3128228;"terrestrial";1900
"United States";"Centaurea nigrescens";3128228;"terrestrial";1932
"Sweden";"Centaurea macroptilon";3128269;"terrestrial";1658
"Australia";"Centaurea cineraria";3128305;"terrestrial";2005
"Corse";"Centaurea cineraria";3128305;"terrestrial";1963
"New Zealand";"Centaurea cineraria";3128305;"terrestrial";1970
"United Kingdom";"Centaurea cineraria";3128305;"terrestrial";1928
"United States";"Centaurea cineraria";3128305;"terrestrial";1929
"Australia";"Centaurea calcitrapa";3128483;"terrestrial";1872
"Chile";"Centaurea calcitrapa";3128483;"terrestrial";1925
"Czech Republic";"Centaurea calcitrapa";3128483;"terrestrial";1872
"Germany";"Centaurea calcitrapa";3128483;"terrestrial";1907
"Mexico";"Centaurea calcitrapa";3128483;"terrestrial";1990
"New Zealand";"Centaurea calcitrapa";3128483;"terrestrial";1843
"Sweden";"Centaurea calcitrapa";3128483;"terrestrial";1838
"United Kingdom";"Centaurea calcitrapa";3128483;"terrestrial";1597
"United States";"Centaurea calcitrapa";3128483;"terrestrial";1887
"Australia";"Centaurea jacea";3128547;"terrestrial";1904
"Canada";"Centaurea jacea";3128547;"terrestrial";1850
"Chile";"Centaurea jacea";3128547;"terrestrial";1884
"Corse";"Centaurea jacea";3128547;"terrestrial";1955
"Finland";"Centaurea jacea";3128547;"terrestrial";1700
"Ireland";"Centaurea jacea";3128547;"terrestrial";1796
"New Zealand";"Centaurea jacea";3128547;"terrestrial";1922
"Russia";"Centaurea jacea";3128547;"terrestrial";1913
"Sweden";"Centaurea jacea";3128547;"terrestrial";1600
"United Kingdom";"Centaurea jacea";3128547;"terrestrial";1775
"United States";"Centaurea jacea";3128547;"terrestrial";1902
"Denmark";"Centaurea pannonica";3128547;"terrestrial";1700
"Sweden";"Centaurea pannonica";3128547;"terrestrial";1700
"Belgium";"Centaurea varnensis";3128725;"terrestrial";1910
"Belgium";"Centaurea x psammogena";3128725;"terrestrial";2006
"United States";"Centaurea x psammogena";3128725;"terrestrial";1953
"United Kingdom";"Centaurea debeauxii";3128789;"terrestrial";1928
"United States";"Centaurea debeauxii";3128789;"terrestrial";1935
"Australia";"Centaurea solstitialis";3128888;"terrestrial";1882
"Austria";"Centaurea solstitialis";3128888;"terrestrial";1954
"Belgium";"Centaurea solstitialis";3128888;"terrestrial";1824
"Chile";"Centaurea solstitialis";3128888;"terrestrial";1956
"Czech Republic";"Centaurea solstitialis";3128888;"terrestrial";1823
"Germany";"Centaurea solstitialis";3128888;"terrestrial";1830
"Kyrgyzstan";"Centaurea solstitialis";3128888;"terrestrial";2001
"New Zealand";"Centaurea solstitialis";3128888;"terrestrial";1871
"Norway";"Centaurea solstitialis";3128888;"terrestrial";1883
"Sweden";"Centaurea solstitialis";3128888;"terrestrial";1866
"United Kingdom";"Centaurea solstitialis";3128888;"terrestrial";1778
"United States";"Centaurea solstitialis";3128888;"terrestrial";1869
"Austria";"Centaurea diffusa";3128962;"terrestrial";1810
"Belgium";"Centaurea diffusa";3128962;"terrestrial";1877
"Canada";"Centaurea diffusa";3128962;"terrestrial";1936
"Estonia";"Centaurea diffusa";3128962;"terrestrial";1803
"France";"Centaurea diffusa";3128962;"terrestrial";1894
"Germany";"Centaurea diffusa";3128962;"terrestrial";1876
"Latvia";"Centaurea diffusa";3128962;"terrestrial";1906
"Norway";"Centaurea diffusa";3128962;"terrestrial";1893
"Poland";"Centaurea diffusa";3128962;"terrestrial";1878
"Russia";"Centaurea diffusa";3128962;"terrestrial";1903
"Sweden";"Centaurea diffusa";3128962;"terrestrial";1904
"Ukraine";"Centaurea diffusa";3128962;"terrestrial";1855
"United States";"Centaurea diffusa";3128962;"terrestrial";1907
"Argentina";"Centaurea iberica";3129000;"terrestrial";1956
"Estonia";"Centaurea iberica";3129000;"terrestrial";1932
"United States";"Centaurea iberica";3129000;"terrestrial";1923
"Belgium";"Centaurea algeriensis";3129010;"terrestrial";1872
"Norway";"Centaurea algeriensis";3129010;"terrestrial";1950
"Azores";"Centaurea diluta";3129010;"terrestrial";1989
"Belgium";"Centaurea diluta";3129010;"terrestrial";1850
"Italy";"Centaurea diluta";3129010;"terrestrial";1995
"Norway";"Centaurea diluta";3129010;"terrestrial";1950
"United Kingdom";"Centaurea diluta";3129010;"terrestrial";1904
"United States";"Centaurea diluta";3129010;"terrestrial";1909
"Belgium";"Centaurea macrocephala";3129064;"terrestrial";1848
"Canada";"Centaurea macrocephala";3129064;"terrestrial";1948
"Sweden";"Centaurea macrocephala";3129064;"terrestrial";1982
"United Kingdom";"Centaurea macrocephala";3129064;"terrestrial";1920
"United States";"Centaurea macrocephala";3129064;"terrestrial";1918
"Russia";"Centaurea pseudomaculosa";3129082;"terrestrial";1965
"Australia";"Baccharis halimifolia";3129663;"terrestrial";1909
"Belgium";"Baccharis halimifolia";3129663;"terrestrial";1885
"France";"Baccharis halimifolia";3129663;"terrestrial";1683
"Italy";"Baccharis halimifolia";3129663;"terrestrial";1799
"Netherlands";"Baccharis halimifolia";3129663;"terrestrial";2003
"New Zealand";"Baccharis halimifolia";3129663;"terrestrial";1975
"Spain";"Baccharis halimifolia";3129663;"terrestrial";1949
"United Kingdom";"Baccharis halimifolia";3129663;"terrestrial";1924
"Australia";"Eriocephalus africanus";3130137;"terrestrial";1902
"Australia";"Hyalosperma praecox";3130640;"terrestrial";2010
"United States";"Anisocarpus madioides";3130715;"terrestrial";1915
"Australia";"Helichrysum luteoalbum";3131229;"terrestrial";1995
"Mexico";"Laphangium luteoalbum";3131229;"terrestrial";1997
"United Kingdom";"Laphangium luteoalbum";3131229;"terrestrial";1690
"United States";"Laphangium luteoalbum";3131229;"terrestrial";1881
"New Zealand";"Helichrysum cymosum";3131345;"terrestrial";1906
"Belgium";"Helichrysum petiolare";3131367;"terrestrial";2006
"Corse";"Helichrysum petiolare";3131367;"terrestrial";1887
"Ireland";"Helichrysum petiolare";3131367;"terrestrial";1997
"New Zealand";"Helichrysum petiolare";3131367;"terrestrial";1991
"Portugal";"Helichrysum petiolare";3131367;"terrestrial";1952
"United Kingdom";"Helichrysum petiolare";3131367;"terrestrial";1985
"United States";"Helichrysum petiolare";3131367;"terrestrial";1968
"Corse";"Helichrysum stoechas";3131494;"terrestrial";1985
"Belgium";"Helichrysum italicum";3131614;"terrestrial";2008
"Norway";"Helichrysum arenarium";3131809;"terrestrial";1926
"Sweden";"Helichrysum arenarium";3131809;"terrestrial";1600
"New Zealand";"Helichrysum argyrophyllum";3131909;"terrestrial";1998
"Australia";"Galinsoga parviflora";3132570;"terrestrial";1883
"Austria";"Galinsoga parviflora";3132570;"terrestrial";1790
"Azores";"Galinsoga parviflora";3132570;"terrestrial";1929
"Belgium";"Galinsoga parviflora";3132570;"terrestrial";1873
"Bhutan";"Galinsoga parviflora";3132570;"terrestrial";1963
"Bulgaria";"Galinsoga parviflora";3132570;"terrestrial";1943
"Canada";"Galinsoga parviflora";3132570;"terrestrial";1893
"Canary Islands";"Galinsoga parviflora";3132570;"terrestrial";1968
"China";"Galinsoga parviflora";3132570;"terrestrial";1915
"Corse";"Galinsoga parviflora";3132570;"terrestrial";1936
"Czech Republic";"Galinsoga parviflora";3132570;"terrestrial";1880
"Estonia";"Galinsoga parviflora";3132570;"terrestrial";1810
"France";"Galinsoga parviflora";3132570;"terrestrial";1794
"Germany";"Galinsoga parviflora";3132570;"terrestrial";1802
"Hawaiian Islands";"Galinsoga parviflora";3132570;"terrestrial";1908
"India";"Galinsoga parviflora";3132570;"terrestrial";1845
"Italy";"Galinsoga parviflora";3132570;"terrestrial";1801
"Latvia";"Galinsoga parviflora";3132570;"terrestrial";1839
"Lithuania";"Galinsoga parviflora";3132570;"terrestrial";1828
"Lord Howe Island";"Galinsoga parviflora";3132570;"terrestrial";1936
"Netherlands";"Galinsoga parviflora";3132570;"terrestrial";1863
"New Zealand";"Galinsoga parviflora";3132570;"terrestrial";1892
"Norway";"Galinsoga parviflora";3132570;"terrestrial";1880
"Poland";"Galinsoga parviflora";3132570;"terrestrial";1807
"Portugal";"Galinsoga parviflora";3132570;"terrestrial";1961
"Romania";"Galinsoga parviflora";3132570;"terrestrial";1850
"Russia";"Galinsoga parviflora";3132570;"terrestrial";1831
"Slovakia";"Galinsoga parviflora";3132570;"terrestrial";1853
"Slovenia";"Galinsoga parviflora";3132570;"terrestrial";1890
"South Korea";"Galinsoga parviflora";3132570;"terrestrial";1974
"Sweden";"Galinsoga parviflora";3132570;"terrestrial";1741
"Taiwan";"Galinsoga parviflora";3132570;"terrestrial";1967
"Ukraine";"Galinsoga parviflora";3132570;"terrestrial";1855
"United Kingdom";"Galinsoga parviflora";3132570;"terrestrial";1861
"United States";"Galinsoga parviflora";3132570;"terrestrial";1902
"Zimbabwe";"Galinsoga parviflora";3132570;"terrestrial";1926
"China";"Pluchea sagittalis";3132634;"terrestrial";2008
"Taiwan";"Pluchea sagittalis";3132634;"terrestrial";1998
"Hawaiian Islands";"Pluchea carolinensis";3132710;"terrestrial";1931
"Taiwan";"Pluchea carolinensis";3132710;"terrestrial";1997
"United States";"Pluchea carolinensis";3132710;"terrestrial";1984
"Hawaiian Islands";"Pluchea indica";3132728;"terrestrial";1909
"Puerto Rico";"Lagascea mollis";3132776;"terrestrial";1882
"New Zealand";"Ammobium alatum";3133446;"terrestrial";1987
"Canada";"Scorzoneroides autumnalis";3133512;"terrestrial";1872
"New Zealand";"Scorzoneroides autumnalis";3133512;"terrestrial";1867
"United States";"Scorzoneroides autumnalis";3133512;"terrestrial";1818
"United Kingdom";"Homogyne alpina";3133692;"terrestrial";1814
"United States";"Coreopsis rosea";3133869;"terrestrial";2009
"Belgium";"Coreopsis verticillata";3133887;"terrestrial";1954
"Canada";"Coreopsis verticillata";3133887;"terrestrial";1901
"Norway";"Coreopsis verticillata";3133887;"terrestrial";1935
"Australia";"Coreopsis lanceolata";3133938;"terrestrial";1936
"Austria";"Coreopsis lanceolata";3133938;"terrestrial";1885
"Azores";"Coreopsis lanceolata";3133938;"terrestrial";1974
"Belgium";"Coreopsis lanceolata";3133938;"terrestrial";1946
"Canada";"Coreopsis lanceolata";3133938;"terrestrial";1963
"China";"Coreopsis lanceolata";3133938;"terrestrial";1900
"Hawaiian Islands";"Coreopsis lanceolata";3133938;"terrestrial";1938
"Italy";"Coreopsis lanceolata";3133938;"terrestrial";1772
"Japan";"Coreopsis lanceolata";3133938;"terrestrial";1886
"New Zealand";"Coreopsis lanceolata";3133938;"terrestrial";1975
"South Africa";"Coreopsis lanceolata";3133938;"terrestrial";1962
"South Korea";"Coreopsis lanceolata";3133938;"terrestrial";1993
"United States";"Coreopsis lanceolata";3133938;"terrestrial";1929
"Austria";"Coreopsis tinctoria";3133950;"terrestrial";1855
"Belgium";"Coreopsis tinctoria";3133950;"terrestrial";1946
"Canada";"Coreopsis tinctoria";3133950;"terrestrial";1911
"China";"Coreopsis tinctoria";3133950;"terrestrial";1900
"Czech Republic";"Coreopsis tinctoria";3133950;"terrestrial";1883
"New Zealand";"Coreopsis tinctoria";3133950;"terrestrial";1952
